id,text
1040TAXSTORE,1040TAXSTORE LLC IN 5901 E. 38TH STREET INDIANAPOLIS 46218  IN 5901 E. 38TH STREET INDIANAPOLIS 46218 2011071100179 N 
11744-11796 WESTLINE INDUSTRIAL CONDOMINIUM,"11744-11796 WESTLINE INDUSTRIAL CONDOMINIUM LLC"""" LLC MO 10 S. BRENTWOOD BLVD., SUITE 200 ST. LOUIS  63105     LC0671089 "
118 SHELLFISH,118 SHELLFISH CORPORATION PA     PA RR #3 BOX 145 HUNLOCK CREEK  2097502  
124 WEST TOWN STREET LLC,124 WEST TOWN STREET LLC LLC CT     CT 124 WEST TOWN STREET NORWICH 6360 741005 N 531210
161803 INC.,"161803 INC. CORPORATION NY 151 FIRST AVE., STE #2 NEW YORK 10003  NY 151 FIRST AVE 2 NEW YORK 10003 3087093 N "
18 MAI COMMITTEE,"18 MAI COMMITTEE INC."" NONPROFIT NY 658 PARK PLACE BROOKLYN  11216     2120403 N"
1804 SECURITY SERVICES INCORPORATED,1804 SECURITY SERVICES INCORPORATED CORPORATION NY 52 CEDAR STREET CENTRAL ISLIP 11722      5469797 N 
1953 CUYAHOGA FRIENDS OF CORRECTIONS,1953 CUYAHOGA FRIENDS OF CORRECTIONS DBA OH       WADSWORTH  4531489 N 
1984,1984 CORPORATION PA         2351239  
1ST PLACE HOME AND DAY SERVICES,"1ST PLACE HOME AND DAY SERVICES LLC"" CORPORATION OH       COLUMBUS  4034138 N"
1ST LEAD PAINT,"1ST LEAD PAINT ASBESTOS AND MOLD ABATEMENT INC."" CORPORATION NY 140-21 BASCOM AVE  SOUTH OZONE PARK 11436     5892622"
1ST LEGACY SENIOR CARE HOME II INC,1ST LEGACY SENIOR CARE HOME II INC CORPORATION WA 4308 ELWOOD DR W UNIVERSITY PL 98466  WA 4308 ELWOOD DR W UNIVERSITY PL 98466 604747123 N 
2 ITALIAN GUYS LLC,2 ITALIAN GUYS LLC LLC CT     CT 44 NORTON AVE. GUILFORD 6437 993938 N 
2 OR 3 GATHERED TOGETHER,2 OR 3 GATHERED TOGETHER NONPROFIT NY 18 TURNER PLACE BROOKLYN 11218      1819289 N 
2 S. B.W. & ASSOCIATES INC.,2 S. B.W. & ASSOCIATES INC. CORPORATION FL 155 US HIGHWAY 27 SOUTH SOUTH BAY 33493  FL 155 US HIGHWAY 27 SOUTH SOUTH BAY 33493 P99000051519 N 
2? TWO PRODUCTIONS,"2? TWO PRODUCTIONS LLC"" LLC FL 511 UPTAIN RD. QUINCY  32352 FL 511 UPTAIN RD. QUINCY 32352 L19000243759 N"
20 MINUTES TO FITNESS,"20 MINUTES TO FITNESS L.L.C."""" LLC MO 130 S BEMISTON SUITE 101 CLAYTON  63105     LC0071336 "
2000 JAY TRUCKING CORP.,2000 JAY TRUCKING CORP. CORPORATION NY 39-06 64 STREET BROOKHAVEN 11377      1887475 N 
21 BELOW LTD,21 BELOW LTD CORPORATION OH       PATASKALA  2025135 N 
21 CLUB,21 CLUB CORPORATION WA 21615 SE 272ND LN MAPLE VALLEY 98038  WA 21615 SE 272ND LN MAPLE VALLEY 98038 601622978 N 
22 SCOOTER & CAMPER SALES,22 SCOOTER & CAMPER SALES CORPORATION PA      3967 WILLIAM PENN HIGHWAY MURRYSVILLE  2507385  
2637 L.L.C.,2637 L.L.C. LLC FL 2144 LINCOLN ST. HOLLYWOOD 33020  FL 640 SEA TURTLE WAY PLANTATION 33324 L05000059910 N 
2851 L.L.C.,2851 L.L.C. LLC FL 2144 LINCOLN ST. HOLLYWOOD 33020  FL 640 SEA TURTLE WAY PLANTATION 33324 L05000059919 N 
29 UNIFORM,"29 UNIFORM INC."""" CORPORATION FL 170 NW SPANISH RIVER BLVD BOCA RATON  33431 FL 170 NW SPANISH RIVER BLVD SUITE 101 BOCA RATON 33431 F00000007132 N"
2MT TRUCKING,"2MT TRUCKING LLC."" "" LLC MT    59353     C168950 N"
2ND CHANCE,"2ND CHANCE INC."" NONPROFIT AL  ANNISTON       065-610 N"
3 K FARMS INC,3 K FARMS INC CORPORATION IN 4422 N 400 E GREENFIELD 46140  IN 4207 N 400 E GREENFIELD 46140 198101-770 N 
3 RIVERS POTATO SERVICES,"3 RIVERS POTATO SERVICES INC."" CORPORATION WA 1911 SELPH LANDING RD PASCO  99301 WA 1911 SELPH LANDING ROAD PASCO 99301 600305075 N"
3 RIVERS,"3 RIVERS INC."" CORPORATION FL 4345 JACKSON VIEW DRIVE TALLAHASSEE  32303 FL 4345 JACKSON VIEW DR TALLAHASSEE 32303 444491 N"
3/21 TRUCKING INC.,"3/21 TRUCKING INC. CORPORATION CA 3303 S ARCHIBALD AVE, APT 253 ONTARIO 91761  CA 3303 S ARCHIBALD AVE, APT 253 ONTARIO 91761 C4673450 N "
30/30 PROPERTIES LP,"30/30 PROPERTIES LP PARTNERSHIP IN 1280 S. WILLIAMS DRIVE, P.O. BOX 169 COLUMBIA CITY 46725  IN 1280 S. WILLIAMS DRIVE, P.O. BOX 169 COLUMBIA CITY 46725 LP94040029 N "
303 CUSTOM RENOVATIONS LLC,303 CUSTOM RENOVATIONS LLC LLC CO 5123 S OURAY CT CENTENNIAL 80015  CO 5123 S OURAY CT CENTENNIAL 80015 20151073599 N 
33 ESTATES,"33 ESTATES LLC"" CORPORATION OH       HINCKLEY  1407213 N"
3D MACHINING AND FABRICATION,3D MACHINING AND FABRICATION DBA OH       LITHOPOLIS  1300568 N 
3RD FRIDAY DANCE,3RD FRIDAY DANCE CORPORATION WA 936 DANIELS DR FIRCREST 98466  WA 936 DANIELS DR FIRCREST 98466 604445263 N 
47 ALUMNI ASSOCIATION OF THE DEAF,"47 ALUMNI ASSOCIATION OF THE DEAF INC."" NONPROFIT NY 225 EAST 23RD STREET ROOM 128 NEW YORK  10010     2048973 N"
47 JUNIOR JENK'S. LIMITED,47 JUNIOR JENK'S. LIMITED CORPORATION OH       CLEVELAND  4679535 N 
49TH PARALLEL ENTERPRISES LLC,49TH PARALLEL ENTERPRISES LLC LLC MT   59919  MT 159 8th. St. West Hungry Horse 59919 C271980 N 
4CS CLEANING SERVICE LLC,4CS CLEANING SERVICE LLC LLC FL 1001 GREEN PINE BLVD WEST PALM BEACH 33409  FL 1001 GREEN PINE BLVD WEST PALM BEACH 33409 L14000092499 N 
4J CONSULTING,"4J CONSULTING INC."""" CORPORATION MT 1308 S 2ND ST W BAKER    3614 HWY 7 NORTH BAKER  D224215 "
4J CONSULTING,"4J CONSULTING INC."" "" CORPORATION MT    59313 MT 3614 Hwy 7 North Baker 59313 D224215 N"
5 FIVE SHORE LOUNGE LTD,5 FIVE SHORE LOUNGE LTD CORPORATION OH       CLEVELAND  4674711 N 
500 RANGELINE ROAD,"500 RANGELINE ROAD LLC"""" LLC IN 8888 KEYSTONE CROSSING, STE 800 INDIANAPOLIS  46240 IN C/O JEFFREY A. ADAMS, 8888 KEYSTONE CROSSING BLVD., STE 800 INDIANAPOLIS 46240 2006102700499 N"
57 THE CHIC BOUTIQUE,"57 THE CHIC BOUTIQUE L.L.C."" LLC CT     CT 57 BANK STREET NEW MILFORD 6776 714545 N"
5TH AVENUE SOUTH REALTY,"5TH AVENUE SOUTH REALTY L.L.C."",LLC,FL,1088 WISCONSIN DR.,NAPLES,34103,FL,1088 WISCONSIN DR.,NAPLES,34103,L16000212216,N,,,,,,
""61-05 32ND AVE, CORP."",CORPORATION,NY,61-05 32ND AVENUE,WOODSIDE,11377,NY,61-05 32ND AVENUE,WOODSIDE,11377,3511319,N,,,,,,
7 SEAS"" SEAFOOD MARKET LLC LLC FL 29134 SW 134 PATH HOMESTEAD  33033 FL 29134 SW 134 PATH HOMESTEAD 33033 L16000047860 N"
7 C'S LAUNDROMAT CORP.,7 C'S LAUNDROMAT CORP. CORPORATION NY 350 COMMACK RD. COMMACK 11725      445952 N 
71 VETERANS NEVER LEFT BEHIND INC,71 VETERANS NEVER LEFT BEHIND INC NONPROFIT GA 2230 CAIN COMMONS DRIVE DACULA 30019  GA 2230 CAIN COMMONS DRIVE DACULA 30019 20049235 N 923130
721,"721 LLC"""" LLC FL 183 NE 110 ST. MIAMI SHORES  33161 FL 183 NE 110 ST. MIAMI SHORES 33161 L09000110460 N"
74 CLUB,"74 CLUB L.L.C."" CORPORATION OH       ST HENRY  1466686 N"
76 ARMS & AMMO,"76 ARMS & AMMO LLC"" LLC NY 213 CHURCH STREET ER RANDOLPH  14772     5111590 N"
850 FENCING & REMODEL LLC,850 FENCING & REMODEL LLC LLC FL 2007 PRICHARD ST. PANAMA CITY 32405  FL 2007 PRITCHARD ST. PANAMA CITY 32405 L18000274711 N 
9 IRISH BROTHERS - WEST SIDE,9 IRISH BROTHERS - WEST SIDE LLC IN 2008 S 250 W WESTPOINT 47992  IN 2008 S 250 W WESTPOINT 47992 2005072100358 N 
9 IRISH BROTHERS EAST,9 IRISH BROTHERS EAST LLC IN 2008 S 250 W WESTPOINT 47992  IN 2008 S 850 W WESTPOINT 47992 2008082500402 N 
9 IRISH BROTHERS,9 IRISH BROTHERS LLC IN 2008 S 250 W WESTPOINT 47992  IN 2008 S 850 W WESTPOINT 47992 2008082500402 N 
9 ALIVE,9 ALIVE CORPORATION PA     PA 500 BEAR VALLEY AVE APT 3 SHAMOKIN  2354973  
93 AUTO SALES,"93 AUTO SALES INC."" CORPORATION OH     OH  WELLSTON  1010117 N"
6 DOPTION ND WARENESS GAINST NIMAL BUSE,"6 DOPTION ND WARENESS GAINST NIMAL BUSE INC."" NONPROFIT PA      549 GREEN GROVE RD SCOTT TOWNSHIP  3994792 "
A & T CONSTRUCTION AND REMODELING LLC,A & T CONSTRUCTION AND REMODELING LLC LLC FL 328 COX RD SANTA ROSA BEACH 32459  FL 328 COX RD SANTA ROSA BEACH 32459 L20000086224 N 
A 'NEW'-NEW BEGINNING,"A 'NEW'-NEW BEGINNING INC."" NONPROFIT NY 1272 BLAKE AVENUE BROOKLYN  11208     1841065 N"
A 1 ABOVE PROPERTIES,"A 1 ABOVE PROPERTIES LLC"" LLC FL 19441 NW 1ST PL MIAMI  33169 FL 828 NW 96TH STREET MIAMI 33150 L16000199176 N"
A AND A INSURANCE AGENCY,"A AND A INSURANCE AGENCY INC."" CORPORATION GA 5052 AUDLEY LANE PEACHTREE CORNERS  30092 GA 5052 AUDLEY LN NORCROSS 30092 K806301 N"
A BETTER LIFE THROUGH PSYCHOLOGICQAL SERVICES P.C.,A BETTER LIFE THROUGH PSYCHOLOGICQAL SERVICES P.C. CORPORATION NY 6165 JERICHO TPKE COMMACK 11725      1233644 N 
A BODY OF WISDOM NATURAL FAMILY MEDICINE,"A BODY OF WISDOM NATURAL FAMILY MEDICINE LLC"" LLC OR     OR 119 NE 3RD ST GRESHAM 97030 31929292 N"
A CALMING TOUCH,"A CALMING TOUCH LLC"" LLC CT     CT 945 QUEEN STREET SOUTHINGTON 6489 1140761 N"
A CHANGED LIFE HOLISTIC HEALING AND LIFE GUIDANCE INC.,A CHANGED LIFE HOLISTIC HEALING AND LIFE GUIDANCE INC. CORPORATION NY 1057 E 214 ST BRONX 10469      4686759 N 
A CHILD LIVES,A CHILD LIVES NONPROFIT OH     OH  DUBLIN  1954207 N 
A COMMUNITY OF FAITH ,A COMMUNITY OF FAITH  NONPROFIT OR     OR 1305 5TH ST SPRINGFIELD 97477 5765912 N 
A COMPANY CALLED CULTURE,"A COMPANY CALLED CULTURE LLC"" LLC NY 620 LENOX AVENUE #1S NEW YORK  10037     5149616 N"
A CRAFTER'S TOUCH LLC,A CRAFTER'S TOUCH LLC LLC FL 691 BLUEFIELDS STREET SE PALM BAY 32909  FL 691 BLUEFIELDS STREET SE PALM BAY 32909 L21000197228 N 
A CRY FOR THE CHILDREN DAY CARE CENTER,A CRY FOR THE CHILDREN DAY CARE CENTER NONPROFIT NY 1137-45 PROSPECT AVENUE BRONX 10459      2439212 N 
A CUP ABOVE,"A CUP ABOVE LLC"""" LLC MO 5166 N. CORRINGTON AVE KANSAS CITY  64119     LC0711443 "
A CUT ABOVE REMODELING,"A CUT ABOVE REMODELING LLC"" LLC CO 14803 ROSLYN WAY THORNTON  80602 CO 14803 ROSLYN WAY THORNTON 80602 20151027243 N"
A GREATER TOMORROW COUNSELING,"A GREATER TOMORROW COUNSELING LLC"" LLC FL 4640 NW 66TH DRIVE CORAL SPRINGS  33067 FL 4640 NW 66TH DRIVE CORAL SPRINGS 33067 L21000333139 N"
A MEAL WITH STINE,"A MEAL WITH STINE LLC"" LLC GA 3819, DERRINGER RIDGE LOGANVILLE  30052 GA 3819 DERRINGER RIDGE LOGANVILLE 30052 7090753 N"
A MOMENT IN TIME STUDIO,A MOMENT IN TIME STUDIO DBA OH       CINCINNATI  1271882 N 
A NAIL IN TIME LLC.,A NAIL IN TIME LLC. LLC OR     OR POST BOX 173 LAKESIDE 97449 144289998 N 
A NEW BEGINNING FULL GOSPEL CHURCH,A NEW BEGINNING FULL GOSPEL CHURCH NONPROFIT OH     OH  POMEROY  1661731 N 
A NURSING CONNECTION,"A NURSING CONNECTION LLC"""" LLC FL 10641 AIRPORT-PULLING RD NAPLES  34109 FL 10641 AIRPORT-PULLING RD NAPLES 34109 L12000142401 N"
A PLACE TO CALL HOME PROPERTY RENTALS,"A PLACE TO CALL HOME PROPERTY RENTALS LLC"" CORPORATION OH       MONCLOVA TOWNSHIP  1525143 N"
A PLACE TO CALL MY HOME,A PLACE TO CALL MY HOME DBA OH       CINCINNATI  2209954 N 
A PLUS ACCOUNTING SOLUTIONS,"A PLUS ACCOUNTING SOLUTIONS LLC"" CORPORATION OH       BROADVIEW HEIGHTS  1643801 N"
A PLUS CONCRETE & EXCAVATION,"A PLUS CONCRETE & EXCAVATION LLC"" CORPORATION OH       CUYAHOGA FALLS  LL8621 N"
A QUALITY CONTRACTOR LLC,A QUALITY CONTRACTOR LLC LLC CO 1815 PEJN AVE. COLORADO SPRINGS 80904  CO 1815 PEJN AVE. COLORADO SPRINGS 80904 20141546311 N 
A S A P ABOVE GROUP POOL INSTALLATIONS,"A S A P ABOVE GROUP POOL INSTALLATIONS LLC"" LLC PA      2637 EDDINGTON AVENUE BENSALEM  3699836 "
A TASTE OF DUBLIN,"A TASTE OF DUBLIN INC."""" NONPROFIT GA 787 OLD MACON ROAD DUBLIN  31021 GA POST OFFICE BOX 1647 DUBLIN 31040 8018988 N"
A THING OF BEAUTY,"A THING OF BEAUTY  COMMERCIAL ART GALLERY, INC. CORPORATION OH     OH  CLEVELAND  825674 N"
A TIME TO HEAL - CHRISTIAN COUNSELING SERVICES,"A TIME TO HEAL - CHRISTIAN COUNSELING SERVICES LLC"" CORPORATION OH       DAYTON  2058795 N"
A TO Z ROASTERS LLC,A TO Z ROASTERS LLC LLC NY 241-20 NORTHERN BOULEVARD DOUGLASTON 11362      4728597 N 
A TO Z RESTORATION ENVIRONMENTAL CONTRACTOR,"A TO Z RESTORATION ENVIRONMENTAL CONTRACTOR INC."" CORPORATION NY 40-45 99TH STREET, #1R CORONA  11368 NY 40-45 99 STREET SUITE 1-R CORONA 11368 3444831 N"
A TOUCH EXTRA CATERING,A TOUCH EXTRA CATERING DBA OH       LIBERTY TOWNSHIP  4420045 N 
A UNIQUE TASTE IN A SHELL LLC,A UNIQUE TASTE IN A SHELL LLC LLC FL 1405 NW 9TH ST OCALA 34475  FL 1405 NW 9TH ST OCALA 34475 L17000160581 N 
A VOTRE SERVICE HOSPITALITY CONSULTING L.L.C.,A VOTRE SERVICE HOSPITALITY CONSULTING L.L.C. LLC CO 23871 CALDWELL CT EVERGREEN 80439  CO 23871 CALDWELL CT EVERGREEN 80439 20041048887 N 
A,A CORPORATION PA     PA 1024 COTTMAN ST PHILADELPHIA  1044597  
A  ALL IN ONE RESTORATION & SERVICES LLC,A  ALL IN ONE RESTORATION & SERVICES LLC LLC FL 831 OGNON CT. KISSIMMEE 34759  FL 831 OGNON CT. KISSIMMEE 34759 L19000017462 N 
A - PLUS DRIVER IMPROVEMENT SCHOOL,"A - PLUS DRIVER IMPROVEMENT SCHOOL INC."" CORPORATION VA     VA 8211 BEVLYNN WAY HENRICO 23229 4460929 N"
A 1ST CLASS VALET SERVICES,"A 1ST CLASS VALET SERVICES LLC"" CORPORATION OH       RICHMOND HTS.  2113383 N"
A AUTO TAGS,A AUTO TAGS CORPORATION PA      6915 NEW FALLS RD LEVITTOWN  2734626  
A BBS BILLING,"A BBS BILLING LLC"" LLC GA 288 LAWRENCE STREET MARIETTA  30060 GA 9400 RESORT CIRCLE GAINESVILLE 30506 18103613 N"
A BEST BRICK PAVERS LLC,A BEST BRICK PAVERS LLC LLC FL 226 HARBOR POINT BLVD ORLANDO 32835  FL 226 HARBOR POINT BLVD ORLANDO 32835 L14000027330 N 
A BEST CONSTRUCTION SERVICES,"A BEST CONSTRUCTION SERVICES INC."" CORPORATION NY 7 PAYNE AVENUE NORTH TONAWANDA  14120 NY THOMAS E ARIDA 7 PAYNE AVENUE N TONAWANDA 14120 2877792 N"
A BROADWAY LLC,A BROADWAY LLC LLC NY 750 LEXINGTON AVENUE SUITE 600 NEW YORK 10022      2283198 N 
A BUILDING COMPANY,"A BUILDING COMPANY INC."" CORPORATION VA     VA 1657 WICKLIFFE RD BERRYVILLE 22611 3769809 N"
A CAB CO.,"A CAB CO. INC."" CORPORATION NY 115 SO. WARREN STREET SYRACUSE  0     2832606 N"
A CAFE,"A CAFE LLC"" LLC NY 342 MAIN STREET FARMINGDALE  11735     2551582 N"
A CASEY LANDSCAPE,"A CASEY LANDSCAPE L.L.C"" LLC FL 388 BRIARWOOD RD VENICE  34293 FL 388 BRIARWOOD RD VENICE 34293 L20000103417 N"
A COMPANY,"A COMPANY INC."" CORPORATION ID 711 CAPITOL WAY S STE 204 OLYMPIA  98501 MA 118 FLANDERS ROAD WESTBOROUGH 1581 602794393 N"
A COMPREHENSIVE COUNSELING CENTER L.L.C.,A COMPREHENSIVE COUNSELING CENTER L.L.C. LLC NY 800 WOODBURY RD / SUITE I WOODBURY 11797      2176992 N 
A COMPREHENSIVE COUNSELING,"A COMPREHENSIVE COUNSELING PSYCHOLOGY & LMSW PLLC"" LLC NY 98-120 QUEENS RD APT 1-C  REGO PARK 11374     3571960"
A CUP SPECIALTY COFFEE,"A CUP SPECIALTY COFFEE LLC"" LLC MO 5130 OLD LEMAY FERRY RD. IMPERIAL  63052     LC0594689 "
A CYPTO & MINING,"A CYPTO & MINING LLC"" LLC ND         5670088 "
A EXTERMINATORS,"A EXTERMINATORS INCORPORATED"" CORPORATION PA 52 ROCKY POOL LN LEVITTOWN    52 ROCKY POOL LANE LEVITTOWN  753602 "
A FINANCIAL & INVESTMENTS,"A FINANCIAL & INVESTMENTS LLC"" LLC ND         5661307 "
A FOOD CORP.,A FOOD CORP. CORPORATION NY 134 WEST HILLS RD OFFICER 11787  NY 134 WEST HILLS RD HUNTINGTON STATION 11746 1219548 N 
A HEATING & COOLING LLC,A HEATING & COOLING LLC LLC MO 338 SHADY DR. BRANSON 65616      LC0656983  
A LAWN SMITH INC,A LAWN SMITH INC CORPORATION FL 1143 WOODSIDE DR HOLLY HILL 32117  FL 1143 WOODSIDE DR HOLLY HILL 32117 P09000098703 N 
A LIFE CONSULTING,"A LIFE CONSULTING LLC"" LLC MO 3500 MAGNOLIA AVE. SAINT LOUIS  63118     LC001676036 "
A LIFE PROPERTIES LLC,"A LIFE PROPERTIES LLC LLC GA 6851 ROSWELL RD, UNIT L-17 ATLANTA 30328  GA 6851 ROSWELL RD, UNIT L-17 ATLANTA 30328 18032380 N 531110"
A LIMOUSINE,A LIMOUSINE CORPORATION PA      52 HUCKLEBERRY LN LEVITTOWN  2865538  
A LIST ENTERPRISES INC.,A LIST ENTERPRISES INC. CORPORATION NY 100 QUENTIN ROOSEVELT BLVD. SUITE 106 GARDEN CITY 11530      3436419 N 
A LIST HOME SOLUTIONS LLC,A LIST HOME SOLUTIONS LLC LLC FL 7000 APPLEBY DR. NAPLES 34104  AL 7000 APPLEBY DR. NAPLES 34104 L19000170010 N 
A MAJOR INC.,A MAJOR INC. CORPORATION PA      5838 WASHINGTON AVE PHILADELPHIA  3953381  
A MEDICAL OFFICE,"A MEDICAL OFFICE PLLC"" LLC NY 1701 AVENUE P BROOKLYN  11229     2972043 N"
A MOSES PLACE,"A MOSES PLACE LLC"" LLC MO 908 WEST 45TH STREET KANSAS CITY  64111     LC1388200 "
A OK RESTORATION,"A OK RESTORATION LLC"" LLC MO 1009 NE 73RD TERR GLADSTONE  64118     LC0951453 "
A PARADISE REAL ESTATE MANAGEMENT LLC,A PARADISE REAL ESTATE MANAGEMENT LLC LLC GA 810 CARLISLE CLUB DRIVE STONE MOUNTAIN 30083  GA P.O. BOX 1454 REDAN 30074 9085245 N 
A PLUS INVESTMENT SYSTEMS,"A PLUS INVESTMENT SYSTEMS LLC"" LLC CO 2056 VINEYARD DR. WINDSOR  80550 CO 2056 VINEYARD DR. WINDSOR 80550 20061151762 N"
A PRODUCTIONS INC.,A PRODUCTIONS INC. CORPORATION NY 460 PARK AVE NEW YORK 10022      2286664 N 
A QUALITY COMPLETE CHIMNEY SERVICE,"A QUALITY COMPLETE CHIMNEY SERVICE LLC"" LLC PA      515 MAPLE GROVE ROAD BELLEVILLE  3977108 "
A RATED FINANCIAL AND STAFFING SERVICES LLC,A RATED FINANCIAL AND STAFFING SERVICES LLC LLC GA 2893 KAREN RD COLLEGE PARK 30337  GA 2893 KAREN RD COLLEGE PARK 30337 16051955 N 813990
A ROOTER CONTRACTORS INC.,A ROOTER CONTRACTORS INC. CORPORATION FL 5701 SW 117 AVE MIAMI 33183  FL 5701 SW 117 AVE MIAMI 33183 P13000081023 N 
A ROOTER INC.,A ROOTER INC. CORPORATION FL 5701 SW 117 AVE MIAMI 33183  FL 5701 SW 117 AVE MIAMI 33183 P12000000046 N 
A SQUARED LAWN CARE LLC,A SQUARED LAWN CARE LLC CORPORATION OH       FAIRBORN  2181986 N 
A STREET COLLISION INC.,A STREET COLLISION INC. CORPORATION OR     OR 3445 MAIN STREET SPRINGFIELD 97478 23728686 N 
A STREET PROPERTIES OF NORTHWEST FLORIDA,"A STREET PROPERTIES OF NORTHWEST FLORIDA INC."" CORPORATION FL 17 W. CEDAR STREET, SUITE 2 PENSACOLA  32502 FL 17 W. CEDAR STREET, SUITE 2 PENSACOLA 32502 P03000072248 N"
A STREET PROPERTIES,"A STREET PROPERTIES LLC"" LLC WA 215 ENCHANTED FOREST RD EASTSOUND  98245 WA 215 ENCHANTED FOREST RD EASTSOUND 98245 603252416 N"
A SUITE GIFT SHOPPE LLC,A SUITE GIFT SHOPPE LLC LLC IN 3741 W 800 N COLUMBIA CITY 46725  IN 3741 W 800 N COLUMBIA CITY 46725 2013091800023 N 
A SYSTEM HYDRAULICS,"A SYSTEM HYDRAULICS INC."" CORPORATION FL 12942 SW 26 STREET DAVIE  33325 FL 7885-7889 NW 56TH ST DORAL 33166 P95000015931 N"
A TEAM REALTY LLC,A TEAM REALTY LLC LLC IN 635 E 660 N FREMONT 46737  IN 635 E 660 N FREMONT 46737 201812191294739 N 
A TEAM,"A TEAM INCORPORATED"" CORPORATION CO 236 OAKLAND AURORA  80010 CO 236 OAKLAND AURORA 80010 19931016065 N"
A THOROUGH HOME INSPECTION SERVICE,"A THOROUGH HOME INSPECTION SERVICE INC."" CORPORATION NY 90 KENNEDY COURT LANCASTER  14086     3878138 N"
A TRAVEL AGENCY,"A TRAVEL AGENCY INC."" CORPORATION OH     OH  OBERLIN  877365 N"
A VISTA GENERAL CONTRACTING INC.,A VISTA GENERAL CONTRACTING INC. CORPORATION NY 192 WRIGHTS LANE OCEANSIDE 11572  NY 192 WRIGHTS LANE OCEANSIDE 11572 3112480 N 
A YOUR TOWN CHIMNEY INC.,A YOUR TOWN CHIMNEY INC. CORPORATION WA 2126 E ST WASHOUGAL 98671  WA 2126 E ST WASHOUGAL 98671 601897997 N 
A' GAME FITNESS & PERFORMANCE LLC,A' GAME FITNESS & PERFORMANCE LLC LLC PA      302 E. EVERGREEN AVENUE PHILADELPHIA  4217878  
AQUIPMENT REPAIRS & THE HOOD CLEANERS. LLC,AQUIPMENT REPAIRS & THE HOOD CLEANERS. LLC LLC NY 10462 GLENWOOD RD RTE 240 GLENWOOD 14069      3433355 N 
A-1 OFFICE FURNITURE COMPANY,A-1 OFFICE FURNITURE COMPANY CORPORATION OH     OH  AKRON  980590 N 
A-5-6-7-8,"A-5-6-7-8 INC."" CORPORATION NY 305 MADISON AVE STE 2300 NEW YORK  10165 NY 1 SHERIDAN SQUARE #6B NEW YORK 10014 2069643 N"
A-LIST LOCATION SOLUTIONS LLC,"A-LIST LOCATION SOLUTIONS LLC LLC NY 191 BROADWAY, 6C DOBBS FERRY 10522      5488124 N "
A-MAES-ING LANDSCAPE & GROUNDS MAINTENANCE,A-MAES-ING LANDSCAPE & GROUNDS MAINTENANCE LLC CO 595 N. WESTGATE DRIVE GRAND JUNCTION 81505  CO 2981 BROOKSIDE DRIVE GRAND JUNCTION 81504 20131472479 N 
A-PLUS CARE SUPPORTED LIVING AGENCY LLC,A-PLUS CARE SUPPORTED LIVING AGENCY LLC CORPORATION OH       NILES  3995401 N 
A-PLUS PREFERRED COVERAGE INSURANCE BROKERAGE,"A-PLUS PREFERRED COVERAGE INSURANCE BROKERAGE INC."" CORPORATION NY 63-62 SAUNDERS ST 2ND FL REGO PARK  11374 NY 63-62 SAUNERS ST 2ND FLR REGO PARK 11374 2848925 N"
A-VET ROOFING & CONSTRUCTION,"A-VET ROOFING & CONSTRUCTION L.L.C."""" LLC GA 56 GREEN STREET WARNER ROBINS  31093 GA 56 GREEN STREET WARNER ROBINS 31093 8028272 N"
A. C. DELLOVADE,"A. C. DELLOVADE INC."""" CORPORATION PA       CLEVELAND  620497 N"
A. H. DENNY INC.,A. H. DENNY INC. CORPORATION NY 52 PARK PLACE NEW YORK 10007      3984 N 
A.N.B.A. LLC,A.N.B.A. LLC LLC CT     CT 929 WHITE PLAINS RD TRUMBULL 6611 571010 N 541219
AA LOCKSMITH INC.,AA LOCKSMITH INC. CORPORATION NY 1284 SUFFOLK AVENUE BRENTWOOD 11717  NY 1284 SUFFOLK AVE BRENTWOOD 11717 3121926 N 
"AA&E TRUCKING LIMITED,CORPORATION,OH,,,,,,MOUNT VERNON,,2391506,N,,,,,,
AAA AD-MAIL","AA&E TRUCKING LIMITED,CORPORATION,OH,,,,,,MOUNT VERNON,,2391506,N,,,,,,
AAA AD-MAIL INC."" CORPORATION FL 810 SATURN STREET JUPITER  33477 FL 19149 SE SEA TURTLE COURT 102A TEQUESTA 33469 P96000018965 N"
AAA HOME IMPROVEMENTS,"AAA HOME IMPROVEMENTS INC."" CORPORATION NY 45 JOHN STREET, STE. 711 NEW YORK  10038     2430665 N"
ABBA OF THE LEBANON AREA,ABBA OF THE LEBANON AREA NONPROFIT PA         742846  
ABC LITTLE STAR DC INC.,ABC LITTLE STAR DC INC. CORPORATION NY 2345 85TH STREET BROOKLYN 11214  NY 2345 85 STREET BROOKLYN 11214 3994423 N 
ABLAZE INTERACTIONS,"ABLAZE INTERACTIONS LLC"""" LLC GA 3490 PIEDMONT ROAD, SUITE 650 ATLANTA  30305 GA 1714 WEST SUSSEX RD ATLANTA 30306 13394152 N"
ABODES,"ABODES CORPORATION IN 940 S CLARIZZ #25, APT 25 BLOOMINGTON 47401  IN 940 CLARIZZ BLVD, APT 25 BLOOMINGTON 47401 197909-588 N "
ABORIOUS,"ABORIOUS CO"""" CORPORATION OH     OH  CLEVELAND  4334859 N"
